SqFt,Bedrooms,BHK,Bathrooms,HouseAgeYears,DistanceToCityKm,SchoolRating,CrimeIndex,Latitude,Longitude,SellerName,ContactNumber,Address,PriceUSD
830.0,4,4,1.5,5,8.2,3,9.5,21.21417,79.11914,Pooja Joshi,+91 742791 3719,"599, Hill Top Road, Gandhibagh",205988.0
1835.0,3,3,2.0,56,9.7,4,72.5,21.1875,79.17086,Rahul Joshi,+91 724531 0329,"815, Park Avenue, Hingna Road",275529.0
1723.0,5,5,1.0,33,17.6,5,60.8,21.29193,79.02298,Vikram Joshi,+91 860761 4765,"274, Ring Road, Civil Lines",251931.0
2560.0,5,5,2.0,4,5.0,9,32.7,21.11411,79.12244,Vivaan Iyer,+91 746814 8511,"692, Church Street, Gandhibagh",416359.0
1684.0,5,5,2.0,0,6.5,7,7.6,21.16628,79.14739,Amit Deshmukh,+91 774716 5442,"850, Ring Road, Hingna Road",299386.0
1349.0,4,4,2.0,43,8.0,6,92.6,21.11662,79.01725,Pooja Mehta,+91 973486 0057,"273, College Road, Sitabuldi",194324.0
1471.0,4,4,1.5,53,1.9,3,31.5,21.13927,79.07145,Kabir Patel,+91 649842 0063,"806, MG Road, Trimurti Nagar",217152.0
2627.0,2,2,1.5,43,17.2,4,27.5,21.11592,78.92493,Neha Iyer,+91 710450 4408,"273, MG Road, Civil Lines",355313.0
2149.0,1,1,1.5,57,3.7,1,10.1,21.14464,79.05233,Priya Mehta,+91 821147 2721,"609, Ring Road, Gandhibagh",284900.0
1549.0,3,3,1.0,60,0.5,8,57.7,21.14629,79.093,Aditya Verma,+91 867758 8260,"325, Station Road, Trimurti Nagar",261599.0
1646.0,5,5,2.5,69,2.2,10,26.6,21.15167,79.10869,Ishaan Iyer,+91 804751 7676,"628, Market Street, Trimurti Nagar",311961.0
781.0,1,1,3.5,78,6.0,8,84.3,21.14197,79.02999,Sai Chauhan,+91 883059 0970,"146, Church Street, Sitabuldi",102893.0
2053.0,3,3,1.5,70,4.8,4,68.3,21.13733,79.13318,Aditya Nair,+91 953673 4007,"809, Green Valley Road, Sadar",252609.0
656.0,1,1,1.5,63,8.3,5,0.4,21.18668,79.02104,Kavya Rao,+91 938538 0809,"135, Hill Top Road, Manish Nagar",115935.0
2289.0,3,3,2.0,34,4.2,10,56.6,21.15242,79.04777,Vivaan Kulkarni,+91 854672 1952,"335, Hill Top Road, Ramdaspeth",341815.0
1884.0,1,1,3.0,40,7.4,5,23.2,21.13829,79.15933,Aarav Reddy,+91 990806 0131,"816, Ring Road, Gandhibagh",261068.0
3352.0,4,4,1.5,49,15.6,9,1.5,21.00787,79.11556,Sneha Agarwal,+91 606736 3285,"97, College Road, Laxmi Nagar",523011.0
1085.0,5,5,1.5,13,1.6,6,61.9,21.1313,79.09017,Arjun Sharma,+91 706302 3072,"831, Ring Road, Trimurti Nagar",186758.0
1733.0,4,4,2.5,54,14.0,5,20.5,21.14205,78.95308,Diya Rao,+91 911758 4645,"400, Station Road, Pratap Nagar",318707.0
2969.0,4,4,2.5,47,4.7,6,90.0,21.12071,79.12423,Ananya Joshi,+91 686486 9665,"260, MG Road, Laxmi Nagar",424122.0
2574.0,2,2,3.5,41,27.3,3,57.3,21.02581,78.85823,Neha Gupta,+91 983592 4053,"830, Market Street, Hingna Road",344413.0
1347.0,3,3,1.0,66,6.6,5,20.9,21.09607,79.05279,Neha Deshmukh,+91 652895 6424,"849, College Road, Ramdaspeth",233654.0
1946.0,1,1,1.0,54,1.2,4,97.9,21.13538,79.09089,Ishaan Verma,+91 947636 9484,"860, Lake View Lane, Civil Lines",267483.0
1801.0,2,2,2.0,74,14.2,8,54.6,21.21684,78.97369,Aarav Mehta,+91 611359 3263,"570, Green Valley Road, Sitabuldi",289948.0
1983.0,3,3,2.5,78,7.7,7,16.5,21.12567,79.15957,Priya Mehta,+91 842205 4172,"198, College Road, Sitabuldi",272746.0
1346.0,4,4,3.5,66,13.0,4,51.7,21.13697,79.21364,Meera Deshmukh,+91 961015 1356,"711, MG Road, Civil Lines",204048.0
1742.0,1,1,2.0,23,0.9,9,95.9,21.14174,79.08107,Vikram Gupta,+91 974197 8979,"702, Hill Top Road, Hingna Road",251578.0
761.0,5,5,2.5,15,0.6,5,42.4,21.15097,79.08918,Rohan Patel,+91 855554 3739,"879, Sunrise Boulevard, Laxmi Nagar",153053.0
1888.0,3,3,1.5,23,1.1,10,42.5,21.13582,79.08989,Aditya Joshi,+91 979653 6530,"736, Civil Lines, Sitabuldi",309603.0
2093.0,5,5,1.5,57,2.5,7,46.1,21.16638,79.07745,Riya Bose,+91 602799 5808,"308, Sunrise Boulevard, Manish Nagar",379203.0
1652.0,3,3,3.5,69,7.5,9,28.0,21.11422,79.02385,Anjali Deshmukh,+91 694070 6359,"447, Lake View Lane, Laxmi Nagar",271571.0
750.0,3,3,1.5,70,2.7,10,16.2,21.15824,79.11022,Kabir Gupta,+91 610562 1769,"661, Station Road, Laxmi Nagar",222155.0
2443.0,4,4,2.5,54,11.4,4,57.9,21.04984,79.127,Aditya Nair,+91 887026 4057,"776, Civil Lines, Dharampeth",392498.0
2037.0,5,5,3.0,54,0.8,3,89.4,21.14405,79.09535,Diya Reddy,+91 979195 3810,"308, Market Street, Ramdaspeth",381137.0
1328.0,1,1,3.0,76,1.0,9,73.6,21.15074,79.09608,Meera Deshmukh,+91 977088 7391,"260, MG Road, Ramdaspeth",257987.0
1618.0,3,3,1.5,54,39.0,3,9.6,20.79706,79.04478,Riya Rao,+91 878534 0030,"902, Lake View Lane, Sitabuldi",249053.0
825.0,1,1,1.0,11,16.0,8,40.1,21.03507,79.18747,Aditya Nair,+91 666828 3583,"991, Church Street, Laxmi Nagar",158709.0
1133.0,3,3,3.5,40,3.3,2,0.5,21.16457,79.11268,Sneha Sharma,+91 618226 5095,"299, College Road, Pratap Nagar",219636.0
1450.0,5,5,3.5,28,1.2,9,30.8,21.15672,79.08844,Ananya Mehta,+91 820677 6862,"66, Sunrise Boulevard, Dharampeth",305962.0
2598.0,5,5,1.5,50,7.2,7,66.9,21.18652,79.03414,Aarav Nair,+91 923703 4510,"625, College Road, Trimurti Nagar",380942.0
1384.0,2,2,2.0,50,0.9,6,29.0,21.1391,79.09256,Ritu Sharma,+91 990013 2811,"16, Civil Lines, Wardha Road",238136.0
2216.0,2,2,1.5,23,0.5,5,84.1,21.14599,79.08337,Kavya Patel,+91 816815 3662,"191, Green Valley Road, Wardha Road",340422.0
1450.0,3,3,3.0,23,4.9,7,47.7,21.17921,79.11901,Sai Kulkarni,+91 960498 0082,"526, Ring Road, Hingna Road",248853.0
1961.0,2,2,3.5,7,9.0,4,66.9,21.22696,79.08471,Sanjay Deshmukh,+91 765437 2728,"370, Green Valley Road, Manish Nagar",262749.0
1708.0,1,1,1.5,23,2.2,4,88.4,21.14975,79.06785,Sanjay Rao,+91 675026 5106,"49, Park Avenue, Hingna Road",252752.0
2367.0,2,2,2.5,66,3.2,3,68.3,21.15295,79.11863,Rohan Deshmukh,+91 734682 6899,"351, Park Avenue, Manish Nagar",298532.0
1452.0,3,3,2.5,52,29.8,2,89.7,20.94927,78.89279,Suman Deshmukh,+91 600822 4606,"674, MG Road, Laxmi Nagar",146594.0
778.0,3,3,1.0,75,9.8,9,80.8,21.15972,79.18122,Kavya Mehta,+91 803910 4224,"749, Park Avenue, Gandhibagh",126937.0
902.0,5,5,1.0,74,26.5,8,56.7,20.91126,79.1376,Arjun Gupta,+91 710984 8931,"751, Church Street, Dharampeth",126301.0
1454.0,3,3,3.5,68,10.3,5,29.7,21.05353,79.07813,Priya Nair,+91 729866 3533,"287, Station Road, Sadar",256830.0
988.0,2,2,2.0,14,6.4,9,29.8,21.10291,79.12897,Rohan Agarwal,+91 675426 4063,"662, Market Street, Ramdaspeth",204017.0
2067.0,4,4,1.0,26,1.8,7,87.5,21.1591,79.09754,Pooja Reddy,+91 949607 2735,"327, Market Street, Dharampeth",349695.0
1497.0,4,4,1.5,4,0.5,6,5.4,21.14309,79.08434,Arjun Mehta,+91 761170 8407,"650, Sunrise Boulevard, Dharampeth",298035.0
3343.0,3,3,2.5,7,5.4,2,94.1,21.09806,79.09831,Priya Agarwal,+91 980946 2196,"10, Lake View Lane, Dharampeth",450834.0
670.0,3,3,3.5,18,21.5,6,32.7,21.1267,78.88194,Vivaan Rao,+91 823736 0973,"409, Green Valley Road, Gandhibagh",147342.0
1932.0,2,2,2.5,22,1.6,2,73.9,21.15636,79.09873,Ritu Rao,+91 851433 8404,"316, Station Road, Manish Nagar",249851.0
1067.0,5,5,3.0,1,1.4,7,33.0,21.1532,79.09927,Sai Patel,+91 704600 3403,"666, Civil Lines, Pratap Nagar",261383.0
1479.0,5,5,2.5,67,11.7,1,95.3,21.08088,78.9995,Sneha Rao,+91 875517 5461,"272, MG Road, Pratap Nagar",220367.0
1892.0,1,1,3.5,42,0.8,6,3.6,21.14591,79.08028,Ananya Sharma,+91 662023 4272,"300, MG Road, Sadar",334050.0
400.0,2,2,3.0,52,1.8,4,35.3,21.13885,79.10392,Meera Verma,+91 912400 1395,"544, Church Street, Hingna Road",74587.0
1954.0,2,2,1.0,52,15.7,2,86.7,21.02364,79.16438,Meera Joshi,+91 700105 7445,"653, MG Road, Trimurti Nagar",192900.0
3037.0,5,5,1.5,77,1.7,5,27.4,21.13066,79.0855,Sai Gupta,+91 638690 4867,"401, Ring Road, Laxmi Nagar",421347.0
1505.0,1,1,3.5,11,14.3,3,27.6,21.13158,79.22552,Priya Iyer,+91 943744 3178,"891, Ring Road, Gandhibagh",266855.0
1969.0,2,2,3.0,27,9.1,3,89.9,21.06881,79.05825,Riya Iyer,+91 604613 9789,"979, Market Street, Trimurti Nagar",277970.0
2466.0,2,2,1.0,24,23.1,9,83.1,21.25985,79.27471,Kabir Rao,+91 762945 5557,"606, Hill Top Road, Hingna Road",306446.0
1693.0,3,3,2.0,44,9.1,4,10.6,21.18401,79.16551,Ishaan Kulkarni,+91 914557 3907,"546, Lake View Lane, Wardha Road",228882.0
1422.0,2,2,3.0,42,0.9,5,58.0,21.13855,79.09162,Rohan Nair,+91 716023 0361,"520, Civil Lines, Trimurti Nagar",217196.0
400.0,3,3,3.0,63,30.7,1,22.3,21.35844,78.89788,Diya Agarwal,+91 664864 8152,"73, Park Avenue, Wardha Road",40000.0
2217.0,4,4,1.5,44,0.9,4,21.5,21.14206,79.09598,Kabir Rao,+91 644536 1114,"411, Market Street, Gandhibagh",367228.0
1726.0,5,5,3.5,18,4.5,4,61.5,21.17304,79.12,Arjun Bose,+91 848359 6851,"808, MG Road, Gandhibagh",322901.0
1142.0,1,1,2.0,45,10.4,8,12.4,21.23441,79.11987,Rahul Bose,+91 847145 9962,"692, Lake View Lane, Civil Lines",171266.0
1882.0,1,1,3.0,77,3.5,2,47.0,21.1143,79.09315,Rahul Nair,+91 825169 1904,"54, Green Valley Road, Dharampeth",268400.0
1421.0,1,1,1.0,46,2.2,10,25.6,21.12979,79.10026,Ritu Deshmukh,+91 835451 7948,"139, Hill Top Road, Sitabuldi",259879.0
1457.0,5,5,2.5,47,8.7,2,85.4,21.08751,79.14485,Vikram Nair,+91 717365 0348,"836, Green Valley Road, Manish Nagar",190184.0
2194.0,4,4,1.5,14,1.2,7,55.4,21.15216,79.0977,Priya Chauhan,+91 919021 8576,"734, Market Street, Civil Lines",355109.0
930.0,3,3,2.0,0,0.6,1,21.5,21.14962,79.08374,Ritu Deshmukh,+91 652144 4916,"405, Lake View Lane, Ramdaspeth",201970.0
2481.0,4,4,1.0,16,4.2,9,92.6,21.11581,79.06371,Ritu Iyer,+91 915604 3444,"940, Market Street, Manish Nagar",382313.0
892.0,3,3,2.5,2,28.3,7,82.3,21.02134,79.32664,Kabir Reddy,+91 962884 9222,"62, Lake View Lane, Laxmi Nagar",103999.0
1369.0,2,2,3.5,36,8.7,9,26.5,21.22383,79.09398,Rohan Chauhan,+91 671314 3878,"761, Hill Top Road, Manish Nagar",252176.0
3050.0,3,3,2.5,70,1.6,10,96.1,21.13717,79.07552,Anjali Joshi,+91 645879 9027,"976, Church Street, Civil Lines",444335.0
2533.0,4,4,1.0,35,18.5,9,26.8,21.27652,79.19903,Anjali Kulkarni,+91 800106 2914,"437, Hill Top Road, Ramdaspeth",411756.0
1863.0,1,1,2.5,51,0.8,7,29.3,21.13895,79.08807,Pooja Kulkarni,+91 663786 6597,"495, MG Road, Dharampeth",274282.0
1189.0,4,4,2.5,68,24.8,9,38.6,21.3062,79.25481,Neha Patel,+91 907183 6739,"213, Hill Top Road, Dharampeth",174374.0
1456.0,3,3,3.5,61,7.8,1,16.5,21.14579,79.16323,Pooja Gupta,+91 754431 9889,"854, Sunrise Boulevard, Trimurti Nagar",218746.0
1848.0,1,1,1.0,52,0.7,7,68.7,21.14909,79.09359,Vikram Chauhan,+91 969924 0717,"725, Ring Road, Sitabuldi",273249.0
1824.0,2,2,1.5,62,10.9,10,55.7,21.05541,79.0465,Amit Reddy,+91 684697 4902,"420, Sunrise Boulevard, Trimurti Nagar",271185.0
1741.0,3,3,2.0,22,6.7,4,89.4,21.08616,79.09917,Riya Chauhan,+91 633670 2853,"235, Green Valley Road, Dharampeth",273623.0
1780.0,2,2,3.5,33,6.1,10,24.1,21.20104,79.08522,Arjun Iyer,+91 846589 8144,"461, Church Street, Sitabuldi",281483.0
1661.0,2,2,2.5,31,6.4,6,17.0,21.20358,79.08632,Amit Agarwal,+91 969438 7493,"452, Green Valley Road, Wardha Road",284193.0
863.0,4,4,1.5,63,5.2,5,35.9,21.11929,79.04702,Anjali Joshi,+91 920080 7023,"362, Green Valley Road, Wardha Road",145094.0
1464.0,3,3,1.5,32,4.3,4,14.6,21.1174,79.05977,Anjali Verma,+91 921944 7924,"838, Ring Road, Trimurti Nagar",244251.0
2395.0,3,3,3.0,75,21.3,2,94.6,20.95721,79.05032,Riya Reddy,+91 842196 6361,"369, Church Street, Trimurti Nagar",322089.0
911.0,4,4,3.5,14,3.4,9,71.7,21.13097,79.05939,Aarav Bose,+91 619272 6679,"114, Station Road, Sitabuldi",179571.0
1677.0,1,1,1.0,13,12.8,8,79.6,21.24871,79.14489,Amit Gupta,+91 848294 8869,"792, MG Road, Ramdaspeth",236746.0
1267.0,2,2,1.0,57,17.5,5,74.8,21.07332,79.23871,Arjun Gupta,+91 866230 7666,"729, Green Valley Road, Ramdaspeth",128447.0
1872.0,1,1,1.5,61,18.7,10,24.3,21.29135,79.17837,Rohan Patel,+91 729461 5497,"31, Civil Lines, Manish Nagar",267928.0
1547.0,5,5,2.5,54,7.4,2,14.1,21.11938,79.023,Vivaan Mehta,+91 993662 3614,"695, Green Valley Road, Pratap Nagar",280722.0
2760.0,1,1,3.0,24,6.6,8,42.9,21.11734,79.14371,Ishaan Agarwal,+91 978568 2678,"489, Hill Top Road, Sadar",408643.0
2129.0,5,5,1.5,0,4.2,5,82.9,21.12614,79.12282,Neha Bose,+91 961062 3473,"673, Station Road, Wardha Road",337526.0
947.0,1,1,3.5,25,1.5,7,33.1,21.15744,79.09528,Arjun Chauhan,+91 954065 2702,"266, Ring Road, Pratap Nagar",230647.0
2236.0,2,2,1.0,37,10.8,1,1.0,21.24269,79.09565,Diya Chauhan,+91 826981 0753,"178, Sunrise Boulevard, Ramdaspeth",314875.0
1296.0,4,4,3.5,33,9.2,7,66.0,21.09655,79.01727,Kavya Chauhan,+91 981142 2635,"556, Lake View Lane, Ramdaspeth",254486.0
1425.0,5,5,1.5,73,3.4,7,20.0,21.17229,79.07088,Kavya Joshi,+91 657962 5443,"55, MG Road, Hingna Road",269675.0
2004.0,1,1,3.0,69,0.5,10,54.3,21.14113,79.0876,Diya Agarwal,+91 602501 5910,"215, Church Street, Trimurti Nagar",235133.0
1480.0,2,2,2.5,62,0.8,4,1.5,21.14481,79.08067,Priya Mehta,+91 830871 1546,"45, Hill Top Road, Wardha Road",241790.0
2380.0,5,5,1.5,1,4.9,1,50.9,21.18994,79.0834,Anjali Patel,+91 693732 9215,"349, Ring Road, Manish Nagar",335018.0
1297.0,2,2,1.5,10,5.4,1,39.4,21.17181,79.04361,Arjun Sharma,+91 954017 1283,"905, Lake View Lane, Dharampeth",185779.0
1398.0,2,2,3.5,34,7.5,2,88.0,21.08313,79.06214,Aarav Verma,+91 639771 2585,"533, Station Road, Sadar",239342.0
1373.0,4,4,2.5,49,2.2,3,72.2,21.12608,79.09295,Sanjay Iyer,+91 773365 1385,"738, Lake View Lane, Manish Nagar",212130.0
1432.0,1,1,2.5,54,14.5,9,3.6,21.24159,78.99229,Vivaan Rao,+91 778225 4914,"741, Sunrise Boulevard, Hingna Road",278247.0
2514.0,5,5,3.5,23,4.9,2,79.0,21.17263,79.1253,Vikram Mehta,+91 803578 0862,"127, Park Avenue, Civil Lines",338663.0
2209.0,5,5,2.5,8,4.5,2,79.1,21.17827,79.06179,Sai Rao,+91 627624 8058,"945, Lake View Lane, Manish Nagar",312119.0
2911.0,5,5,2.5,26,7.6,1,66.3,21.09596,79.03831,Pooja Iyer,+91 905535 7245,"154, Sunrise Boulevard, Civil Lines",428092.0
3274.0,2,2,2.5,63,8.0,4,92.9,21.07349,79.093,Rohan Kulkarni,+91 902649 8298,"243, Hill Top Road, Civil Lines",404841.0
1130.0,1,1,1.5,78,13.4,7,80.3,21.0632,79.1821,Ishaan Agarwal,+91 846202 7544,"655, Lake View Lane, Gandhibagh",150621.0
1846.0,3,3,1.5,75,0.6,3,21.9,21.14446,79.09411,Diya Gupta,+91 676650 3173,"482, Market Street, Laxmi Nagar",268890.0
1035.0,2,2,1.5,47,8.9,5,38.2,21.13112,79.00386,Priya Gupta,+91 724491 8285,"215, MG Road, Laxmi Nagar",165350.0
1295.0,5,5,2.5,7,6.7,3,35.0,21.10463,79.13532,Amit Chauhan,+91 657077 1070,"348, Lake View Lane, Gandhibagh",238462.0
1390.0,4,4,2.0,77,20.0,9,50.5,21.32505,79.07359,Sneha Bose,+91 852798 7609,"408, Lake View Lane, Ramdaspeth",213751.0
1113.0,5,5,3.0,12,4.2,1,95.4,21.13203,79.05066,Suman Reddy,+91 990716 2123,"605, Green Valley Road, Hingna Road",215185.0
1116.0,4,4,3.5,21,8.7,3,61.6,21.12659,79.00668,Rahul Rao,+91 933464 5321,"790, Green Valley Road, Sitabuldi",243099.0
1706.0,4,4,1.5,77,17.8,6,31.3,20.98667,79.10833,Rohan Joshi,+91 931568 2187,"366, Ring Road, Wardha Road",236215.0
1009.0,1,1,3.0,40,18.3,9,94.2,20.98282,79.11377,Aditya Mehta,+91 839673 4378,"392, Lake View Lane, Sitabuldi",141892.0
2347.0,1,1,3.5,15,5.2,5,70.0,21.19146,79.07715,Arjun Agarwal,+91 683760 7111,"97, Civil Lines, Trimurti Nagar",328763.0
1203.0,1,1,2.0,40,0.7,1,26.6,21.14157,79.0934,Suman Verma,+91 750575 2373,"954, Ring Road, Manish Nagar",225062.0
3626.0,3,3,2.0,6,6.2,6,90.7,21.11047,79.13488,Vikram Rao,+91 766530 7340,"614, College Road, Ramdaspeth",519474.0
1507.0,2,2,1.0,25,6.3,3,34.4,21.12767,79.14586,Amit Gupta,+91 679830 0301,"260, MG Road, Sadar",182929.0
1847.0,5,5,1.0,76,19.3,4,51.6,21.19161,78.90803,Arjun Deshmukh,+91 960689 9260,"36, College Road, Sitabuldi",196173.0
958.0,1,1,1.5,23,7.3,10,47.9,21.14058,79.15888,Neha Joshi,+91 827234 3795,"948, Sunrise Boulevard, Manish Nagar",164727.0
2909.0,5,5,2.5,71,5.3,10,92.4,21.09961,79.09924,Rahul Deshmukh,+91 957449 3200,"43, Station Road, Trimurti Nagar",427546.0
2528.0,4,4,2.0,43,14.9,3,26.6,21.03568,79.00597,Ritu Chauhan,+91 972707 4885,"182, Hill Top Road, Gandhibagh",352374.0
1993.0,1,1,1.0,52,13.1,6,33.3,21.19462,78.97275,Riya Deshmukh,+91 899749 9433,"883, Sunrise Boulevard, Hingna Road",281741.0
925.0,1,1,1.0,56,11.8,6,66.0,21.05704,79.15066,Aarav Agarwal,+91 691059 3518,"338, College Road, Wardha Road",125245.0
1937.0,2,2,1.5,44,0.5,10,88.7,21.14131,79.08863,Pooja Agarwal,+91 796107 1085,"869, Green Valley Road, Manish Nagar",333436.0
1071.0,2,2,2.0,2,1.6,10,11.5,21.13847,79.07502,Ritu Mehta,+91 756325 0259,"550, MG Road, Manish Nagar",262951.0
2751.0,2,2,3.0,73,3.7,4,21.0,21.1452,79.12381,Aarav Iyer,+91 867303 6082,"562, Sunrise Boulevard, Gandhibagh",383520.0
2326.0,3,3,2.0,38,3.5,1,94.8,21.1775,79.08832,Diya Iyer,+91 868612 4966,"931, Park Avenue, Gandhibagh",339735.0
1862.0,1,1,1.0,52,28.0,1,77.7,20.94941,78.91787,Suman Iyer,+91 981055 2611,"18, College Road, Ramdaspeth",147047.0
400.0,1,1,1.5,44,20.3,1,34.6,21.31083,79.0034,Ritu Mehta,+91 680587 4301,"348, Sunrise Boulevard, Wardha Road",46696.0
1161.0,4,4,1.5,52,3.2,8,35.8,21.1533,79.05855,Suman Agarwal,+91 655320 1293,"343, Hill Top Road, Ramdaspeth",225488.0
2247.0,5,5,3.0,28,0.6,8,47.0,21.15034,79.08516,Suman Iyer,+91 915147 1969,"732, Ring Road, Wardha Road",397194.0
2588.0,2,2,3.0,67,20.5,9,67.4,21.30491,78.98795,Aarav Joshi,+91 779500 1189,"346, MG Road, Manish Nagar",298271.0
2521.0,5,5,1.5,17,0.8,2,56.1,21.15089,79.08262,Ishaan Nair,+91 961938 6476,"879, Station Road, Gandhibagh",374415.0
765.0,2,2,1.0,52,2.8,1,77.6,21.15454,79.11338,Neha Mehta,+91 996309 7168,"720, Lake View Lane, Hingna Road",120163.0
1996.0,2,2,1.5,46,4.3,2,5.4,21.15548,79.12878,Riya Agarwal,+91 662193 8472,"906, Market Street, Civil Lines",302749.0
2460.0,1,1,3.5,40,0.8,7,81.9,21.13886,79.08702,Diya Nair,+91 865264 6017,"811, Sunrise Boulevard, Dharampeth",385292.0
722.0,3,3,1.0,1,6.0,1,5.8,21.19566,79.06668,Arjun Iyer,+91 691020 2676,"746, Lake View Lane, Laxmi Nagar",176916.0
1795.0,3,3,3.5,31,10.4,7,88.1,21.15825,79.18773,Arjun Gupta,+91 641592 5335,"354, MG Road, Ramdaspeth",275314.0
1978.0,4,4,2.5,3,5.7,9,4.3,21.17088,79.13604,Riya Rao,+91 611069 4697,"727, Market Street, Sadar",378493.0
1605.0,1,1,1.0,40,7.0,2,12.8,21.20484,79.11061,Suman Nair,+91 927399 0824,"421, Green Valley Road, Hingna Road",223520.0
596.0,1,1,3.5,55,13.0,8,18.0,21.18064,79.2077,Sanjay Patel,+91 671045 5927,"343, Hill Top Road, Manish Nagar",133063.0
1588.0,3,3,2.5,41,14.9,6,22.3,21.10117,79.22418,Rohan Bose,+91 814541 1890,"225, Civil Lines, Wardha Road",271296.0
1587.0,1,1,3.5,60,0.5,10,40.2,21.14392,79.08381,Ishaan Agarwal,+91 729152 9770,"895, Church Street, Trimurti Nagar",268376.0
1704.0,1,1,1.5,28,11.2,3,65.5,21.20839,79.00277,Arjun Reddy,+91 717241 0711,"727, Sunrise Boulevard, Sitabuldi",236814.0
1434.0,4,4,2.5,24,4.5,3,89.3,21.1375,79.04552,Amit Bose,+91 687289 4461,"50, Lake View Lane, Wardha Road",255217.0
1512.0,5,5,2.5,35,19.8,1,52.5,21.2621,79.23361,Aarav Reddy,+91 781751 4295,"349, Sunrise Boulevard, Trimurti Nagar",237195.0
1774.0,3,3,2.5,18,5.3,8,53.2,21.10049,79.07304,Rahul Nair,+91 732155 9643,"580, Market Street, Trimurti Nagar",331619.0
2088.0,1,1,1.0,64,2.0,9,31.9,21.14243,79.10685,Meera Verma,+91 726109 0251,"705, MG Road, Gandhibagh",366506.0
1602.0,5,5,2.5,64,5.6,1,80.1,21.18301,79.12536,Sneha Mehta,+91 865048 3654,"307, Sunrise Boulevard, Ramdaspeth",249145.0
1534.0,3,3,3.0,33,31.0,5,11.0,21.37421,79.26009,Pooja Rao,+91 954044 7753,"706, Hill Top Road, Wardha Road",210894.0
1860.0,4,4,3.5,63,8.8,8,30.1,21.08845,79.02948,Riya Reddy,+91 769822 4667,"272, Sunrise Boulevard, Pratap Nagar",317118.0
551.0,1,1,1.5,2,16.9,8,9.7,21.2701,79.18258,Riya Reddy,+91 658025 5964,"156, Sunrise Boulevard, Hingna Road",146063.0
2110.0,3,3,3.0,12,2.6,10,21.4,21.16215,79.1055,Neha Bose,+91 851301 4018,"88, Market Street, Laxmi Nagar",387460.0
1800.0,1,1,3.5,22,3.9,8,58.7,21.11491,79.07012,Sneha Kulkarni,+91 985909 4374,"884, Park Avenue, Civil Lines",329770.0
1826.0,4,4,1.5,31,6.9,10,12.6,21.10381,79.03943,Diya Patel,+91 863512 5915,"657, Church Street, Laxmi Nagar",280716.0
2424.0,2,2,1.0,18,16.8,10,10.1,21.29401,79.12086,Vivaan Patel,+91 805837 3963,"823, Station Road, Manish Nagar",403031.0
531.0,5,5,3.5,40,3.3,10,82.6,21.11936,79.10224,Aarav Verma,+91 828435 0142,"536, College Road, Civil Lines",211140.0
517.0,1,1,1.5,63,5.2,5,11.8,21.17435,79.12753,Amit Gupta,+91 953477 2369,"582, Civil Lines, Sitabuldi",120815.0
1978.0,4,4,1.5,36,0.5,5,60.8,21.14971,79.08581,Sneha Deshmukh,+91 650579 9651,"291, Civil Lines, Ramdaspeth",325478.0
1795.0,1,1,2.0,35,2.5,5,35.2,21.12319,79.0865,Diya Sharma,+91 984670 3646,"87, Ring Road, Laxmi Nagar",267556.0
1911.0,4,4,2.5,4,26.2,10,89.6,20.9908,78.89705,Amit Gupta,+91 950343 0028,"714, Park Avenue, Sadar",290859.0
1500.0,3,3,2.5,22,8.9,3,70.8,21.09877,79.01885,Neha Sharma,+91 998996 1373,"167, Ring Road, Civil Lines",248161.0
2232.0,5,5,2.0,64,26.7,8,5.9,20.92451,78.98777,Arjun Mehta,+91 720338 7159,"873, Station Road, Hingna Road",339566.0
2406.0,4,4,3.5,64,14.1,7,89.5,21.04489,79.00586,Riya Agarwal,+91 949039 7283,"92, Park Avenue, Laxmi Nagar",352586.0
2115.0,2,2,3.5,8,18.7,1,41.4,21.02585,79.21564,Diya Rao,+91 673333 5860,"976, Park Avenue, Dharampeth",308691.0
1630.0,1,1,1.5,1,2.3,5,29.8,21.13731,79.06845,Suman Chauhan,+91 754039 3718,"463, Sunrise Boulevard, Ramdaspeth",292625.0
430.0,3,3,1.0,66,46.1,2,67.3,21.38703,78.72609,Amit Kulkarni,+91 981699 7751,"283, Lake View Lane, Ramdaspeth",40000.0
2300.0,3,3,1.5,13,4.9,8,71.8,21.1016,79.09301,Amit Deshmukh,+91 702298 3376,"265, Lake View Lane, Manish Nagar",328886.0
2594.0,1,1,2.5,45,9.0,5,30.3,21.22703,79.08314,Rahul Reddy,+91 987678 3291,"677, Park Avenue, Pratap Nagar",378230.0
2219.0,3,3,2.0,66,14.7,4,35.2,21.01388,79.09673,Rahul Agarwal,+91 721894 0253,"830, Station Road, Wardha Road",345027.0
1228.0,2,2,3.0,62,10.4,1,15.6,21.23824,79.0693,Vikram Mehta,+91 877460 1310,"475, MG Road, Sadar",179948.0
2238.0,2,2,2.5,44,0.9,2,59.3,21.14677,79.07978,Priya Verma,+91 860272 2703,"436, Green Valley Road, Civil Lines",351692.0
2359.0,1,1,1.5,30,6.5,8,95.7,21.08757,79.08395,Sanjay Verma,+91 950643 5064,"877, MG Road, Hingna Road",303037.0
2813.0,2,2,3.0,61,24.7,9,41.7,20.98603,78.92253,Aarav Chauhan,+91 707403 7430,"452, Park Avenue, Civil Lines",371854.0
